ID	PC1	PC2	PC3	PC4
NA19026	0.15421	-0.71519	0.64919	0.20658
NA19027	1.37382	1.78375	0.45387	-0.31688
NA19028	0.92594	-0.47077	-0.73424	0.54057
NA19030	0.46791	0.46318	2.42765	-0.13108
NA19031	-0.864	0.5041	-0.08907	-0.8632
NA19035	-0.54162	0.17756	1.07688	0.58281
NA19036	0.43018	-0.94222	0.35899	0.64982
NA19037	0.53517	0.00259	0.97058	0.03075
NA19038	0.26469	0.32204	-2.76792	0.45263
NA19041	-1.15589	-0.1465	0.71438	0.34698
NA19042	0.60227	-1.08709	-0.30435	-1.11869
NA19043	0.2019	0.01991	0.99573	0.29542
NA19054	0.33985	-1.75018	0.98568	-0.04144
NA19055	0.52528	-1.12225	0.05609	0.32187
NA19056	-0.05489	2.73398	1.39361	0.77231
NA19057	-1.63337	-0.18606	-0.1604	-0.40461
NA19058	0.51631	-0.14621	1.27496	-1.39131
NA19059	-1.40669	-0.77776	1.50553	-0.76974
NA19060	-0.58994	0.79817	0.30577	1.10643
NA19062	-1.1523	-0.30194	-1.12469	1.57499
NA19063	-1.03946	0.25088	0.59431	-1.00558
NA19064	-0.22968	-1.41253	-0.231	0.46249
NA19065	0.69637	-0.41486	-0.43372	-1.70748
NA19066	-0.50416	-1.20269	0.0049	0.02671
NA19067	0.02298	0.01509	0.43369	0.50003
NA19068	1.50423	0.68851	-0.34937	0.66375
NA19070	0.54878	0.60335	0.58565	-0.38113
NA19072	-1.19615	-1.03787	-0.51368	0.11283
NA19074	0.46236	0.48062	-0.95912	0.25596
NA19075	-0.36123	0.16409	2.32851	0.23917
NA19076	-0.06423	1.03385	-0.10999	0.92397
NA19077	0.11691	-2.71785	-0.09038	-0.75586
NA19078	-0.28281	0.45065	0.69636	-2.34372
NA19079	-0.97654	0.88252	0.69857	0.66119
NA19080	-0.53549	2.27611	-0.76374	0.12596
NA19081	-0.42068	-0.02091	1.00666	-0.24525
NA19082	0.18992	-0.25779	0.43466	0.57723
NA19083	-2.20369	-0.06196	0.01767	0.30589
NA19084	-0.23882	0.43529	-0.14909	0.37292
NA19085	0.13131	-0.86299	-0.18622	2.18837
NA19086	-1.41243	-1.55766	-0.12644	1.32587
NA19087	0.21679	0.98864	0.59502	1.23751
NA19088	-1.57719	0.3855	0.37523	-1.26592
NA19089	-0.0795	0.37386	2.49265	0.80729
NA19090	-0.22846	-0.14804	-0.70784	-0.48385
NA19091	-0.35897	0.85035	-0.06657	-0.41169
NA19092	-0.08895	0.29349	-1.5489	2.31332
NA19093	1.07255	1.90759	0.26945	-0.49913
NA19094	0.08741	-0.84724	-0.66675	-0.75846
NA19095	-1.60158	-1.45162	-1.44896	0.95193
NA19096	0.06092	1.25836	0.2308	0.05518
NA19097	0.86537	1.4017	-0.35814	-0.94467
NA19098	0.51085	1.28723	-0.93686	-0.00115
NA19099	1.29101	0.37604	0.85888	-0.78501
NA19100	0.56348	0.88543	0.05022	1.26767
NA19101	-0.55267	-0.27691	0.53757	-0.40403
NA19102	0.77412	-0.98352	0.15533	0.94912
NA19103	-1.02821	0.28681	-0.54619	0.01895
NA19107	-0.31165	1.64608	0.79766	-1.00719
NA19108	-0.34691	-0.2093	-0.74765	-0.17476
NA19109	-0.59014	0.66759	-0.14901	-0.05175
NA19113	-0.17651	0.44142	1.28901	-0.07743
NA19114	-0.64956	-0.94041	-0.26503	-0.11215
NA19115	1.05966	0.14978	0.51378	-0.90297
NA19116	-0.17629	1.73269	-1.3018	-0.92978
NA19117	-0.71746	-2.23492	0.16519	-0.64694
NA19118	0.07301	-0.05168	-0.85643	0.12323
NA19119	-0.17039	-0.24151	0.03487	-0.56086
NA19120	-0.17892	0.16929	-0.06663	1.88755
NA19121	-1.15692	0.55053	-0.25561	1.24664
NA19122	0.82365	-1.74568	-0.37922	-1.12159
NA19123	0.99679	-0.19267	-2.41843	0.17491
NA19127	-0.11333	0.5635	0.26236	1.52601
NA19128	1.21733	-0.27807	-1.22207	0.78547
NA19129	-0.42988	0.32644	0.21049	-2.09251
NA19130	0.49447	0.7373	0.704	-0.09631
NA19131	0.54697	0.27202	-0.50949	1.46089
NA19132	-0.63338	-0.25125	-1.21143	-0.6716
NA19137	-0.65982	-0.86476	-0.26466	0.47171
NA19138	0.4061	0.97387	1.20648	-0.59542
NA19139	0.1481	0.79998	-0.43485	-0.58401
NA19140	2.17477	-0.43522	-0.59826	0.04234
NA19141	-0.2227	0.16655	-0.53874	0.27658
NA19142	0.07836	0.577	-0.07733	1.04204
NA19143	2.22204	0.05369	-0.23397	0.77057
NA19144	-1.4247	0.48456	1.50345	-0.8791
NA19145	-0.32513	1.14411	-0.28426	-0.03828
NA19146	2.90198	-1.80144	0.6328	-1.23779
NA19147	0.46079	1.31995	0.1763	1.12217
NA19148	0.46554	0.62707	-0.38649	-0.66571
NA19149	1.26122	0.07602	-0.21742	-0.04882
NA19150	0.55215	-0.90953	-1.67005	-1.56764
NA19151	-0.82071	0.53967	-1.37532	1.18477
NA19152	-0.16393	1.60988	0.57727	-0.3041
NA19153	0.07534	0.15676	0.36259	2.40588
NA19154	1.21774	0.54608	0.14163	-1.00962
NA19159	1.15118	1.16193	-0.53837	1.04503
NA19160	1.5062	-0.47214	0.30097	0.26673
NA19161	0.44418	-0.66699	-0.64403	-0.22919
NA19171	0.68802	1.01859	-0.23758	-1.0101
NA19172	-0.35988	0.28612	0.80543	-0.26925
NA19173	-1.10097	0.33194	1.05789	-0.37805
NA19174	0.19951	0.39082	0.68101	0.45832
NA19175	2.1462	1.28161	-0.63996	1.0342
NA19176	0.21015	-0.16408	-2.10571	0.59216
NA19177	1.61039	0.01576	0.28499	0.83472
NA19184	0.47964	0.23618	-0.727	0.57411
NA19185	-0.48598	-1.05658	-0.17351	0.54168
NA19186	0.01464	0.166	0.15389	-0.81978
NA19189	-0.55412	1.84933	0.09579	-0.47562
NA19190	-0.12347	0.89007	-2.56697	-1.24946
NA19191	0.36383	-0.49422	1.30202	-0.68633
NA19197	-0.64001	-0.38761	0.0053	-0.53008
NA19198	0.39354	1.0008	-0.08654	-0.78205
NA19199	-0.30104	-1.925	-0.71021	0.18784
NA19200	0.77512	-0.18353	0.2044	-0.03171
NA19201	-0.57386	0.58434	-2.15599	0.79387
NA19202	0.48122	-1.44008	0.2361	-0.32126
NA19203	-0.80339	0.44517	0.19582	1.44183
NA19204	-0.22384	0.11229	-0.99033	0.1373
NA19205	-0.26902	0.85681	-0.36955	2.43409
NA19206	-1.72544	-0.13792	0.56017	-1.98426
NA19207	-0.41499	-0.26399	1.41781	0.77159
NA19208	2.21967	-1.12426	-0.95559	-0.52805
NA19209	0.40895	0.65271	0.24551	-1.3376
NA19210	-0.74342	2.28056	-0.63863	0.70964
NA19211	1.20115	1.34836	-0.27234	-0.46967
NA19213	1.02295	0.02804	-0.46854	0.63879
NA19214	-0.35114	0.28882	-0.31233	-0.44025
NA19215	0.15864	-0.02608	0.16825	-1.71402
NA19221	0.95769	-0.43546	-2.66506	-0.1952
NA19222	2.48961	-0.84161	-0.42298	-1.34429
NA19223	-0.0884	-1.69604	-0.5561	-1.35358
NA19224	-1.07118	-0.78091	-1.37658	-0.29741
NA19225	1.79688	0.34987	-1.34929	0.76496
NA19226	0.45545	-0.4964	0.10128	-0.5643
NA19235	0.58289	-0.55741	-1.01645	1.31101
NA19236	0.66626	-0.75153	-0.51528	0.22583
NA19237	1.63474	-0.78418	0.77741	2.01437
NA19238	1.57698	-1.58978	-0.40169	-0.37509
NA19239	0.08845	-0.33888	0.27085	-0.541
NA19240	-1.30127	0.31247	-1.97972	-0.16306
NA19247	0.72251	0.29663	2.22113	-0.96372
NA19248	0.14383	-0.77797	-0.2123	0.02888
NA19249	0.92233	0.0857	-1.06022	1.16891
NA19256	-1.47418	-0.24194	2.01927	1.16436
NA19257	-0.30632	0.72257	0.81412	-0.62285
NA19258	-0.07306	1.48837	0.52829	-1.47311
NA19307	-1.63847	1.08016	1.04182	-1.90136
NA19308	-1.26952	-0.00131	-0.55279	1.03089
NA19309	0.75439	-1.19313	-0.79844	-0.63505
NA19310	0.32793	-1.65538	0.03315	0.86657
NA19312	-0.74006	-0.12819	0.54244	-0.71351
NA19314	1.172	-0.24882	-0.57554	-0.96052
NA19315	-1.33201	0.7161	0.49171	-0.94988
NA19316	1.40833	-0.12737	0.31144	-0.81567
NA19317	1.88637	-0.53705	0.1946	0.1669
NA19318	0.22044	-0.71745	0.10555	-1.40444
NA19319	-0.60452	-2.36656	-0.21856	-0.72372
NA19320	-0.19631	0.24548	-2.3267	0.66377
NA19321	-0.27332	0.90094	1.3907	-0.1968
NA19323	-0.27568	2.15045	0.07241	0.58911
NA19324	0.241	-1.48846	0.27426	-0.50273
NA19327	-1.49798	-0.21009	1.3798	-1.04085
NA19328	-2.05699	0.33529	0.24908	1.04811
NA19331	-1.23227	0.51615	0.57989	0.76219
NA19332	0.4147	1.49527	0.07586	-1.06403
NA19334	0.07613	-1.90826	-2.05042	0.47526
NA19338	1.64108	0.71513	0.78733	0.07847
NA19346	-1.26401	0.99384	1.40063	0.19391
NA19347	0.07082	0.426	-0.85498	0.90804
NA19350	-1.40779	0.41638	0.34079	1.87669
NA19351	1.92583	-0.03458	-0.75282	-0.44317
NA19355	-0.82273	0.69705	1.93165	2.01078
NA19360	-0.04538	0.05887	-0.32222	0.54307
NA19372	1.39014	0.54674	-0.11543	1.16288
NA19374	0.98875	-1.28671	-1.34706	0.66763
NA19375	-1.18115	0.13065	0.55997	1.59421
NA19376	-2.21462	2.18145	-0.1183	1.71275
NA19377	-0.10779	-0.39415	-0.54068	-2.11096
NA19378	-1.42275	-0.27507	-0.2761	-0.44807
NA19379	-1.34212	0.93282	0.59576	0.02479
NA19380	-0.36909	0.31464	-0.64892	0.13524
NA19383	1.19643	0.07875	-0.62845	-1.05648
NA19384	0.33997	0.25763	2.55934	0.7272
NA19385	-0.8313	-0.99485	0.16085	-0.21614
NA19390	-0.10943	1.1683	2.67457	0.5394
NA19391	0.18965	-1.91884	0.50925	-1.61239
NA19393	-0.31713	-0.083	0.31092	-1.09744
NA19394	0.64783	1.06862	1.20008	1.43639
NA19395	-2.16998	1.64914	0.83186	-0.71083
NA19397	-1.0393	-0.76501	0.7246	0.57395
NA19399	0.07643	-0.90099	0.91409	0.97144
NA19401	0.77027	0.21616	-0.41437	-0.62742
NA19403	-1.26397	-0.94579	-1.95839	-1.41745
NA19404	-1.12456	-0.06214	0.07311	0.69078
NA19428	-0.6206	-1.3366	1.70045	-2.49989
NA19429	0.49602	0.79259	-0.78778	1.78284
NA19430	-0.7436	-1.07155	-1.37155	-0.3872
NA19431	-0.09944	0.61132	-0.79947	2.125
NA19434	0.39232	0.64312	-0.96604	0.65188
NA19435	-0.34387	-0.22875	-0.30065	0.17023
NA19436	-0.26117	-0.9988	-0.24438	0.33177
NA19437	-0.91319	0.1816	-1.2369	-0.5863
NA19438	-0.22418	-0.05921	0.4503	0.51038
NA19439	0.62232	-0.59768	-0.88017	0.46009
NA19440	-0.25978	0.26458	-1.37958	-0.84092
NA19443	0.80548	-0.2173	-0.76225	0.33825
NA19445	0.15883	0.35111	1.01155	0.17676
NA19446	-1.37416	-0.9637	-0.12231	-0.02166
NA19448	0.566	-1.51695	-0.49549	-0.20122
NA19449	-1.67074	-0.05309	-0.92622	-0.38885
NA19451	0.57767	1.2336	-0.77195	-0.46809
NA19452	0.7044	1.73711	0.55043	-0.34968
NA19454	-1.47991	-1.06245	2.14657	-0.86552
NA19455	1.21381	-1.15691	0.35193	0.95052
NA19456	-0.6341	-1.02487	0.19273	-0.67576
NA19457	0.58334	-0.68208	-0.42093	-0.4628
NA19461	0.4858	-1.4596	-1.14519	-2.00158
NA19462	1.96491	-0.45508	-0.0227	-0.98477
NA19463	-0.22101	0.45888	0.96889	0.19087
NA19466	-0.81175	0.53724	-2.08111	-1.61971
NA19467	-0.22669	-0.0184	0.1644	-0.65005
NA19468	-0.61889	0.11633	0.74579	-0.29877
NA19471	-1.05007	-0.5008	1.59953	0.14758
NA19472	-0.13715	0.45385	1.53936	-1.36343
NA19473	0.54438	2.18802	1.75373	-1.04617
NA19474	-1.81594	-0.12243	0.93513	-0.68454
NA19475	-0.53333	-1.1581	0.04312	1.5926
NA19625	0.45692	-0.86416	-1.05243	-0.02551
NA19648	0.03459	0.26452	-0.64054	1.14922
NA19649	-0.30739	0.07191	0.55028	-1.12253
NA19650	-1.10637	0.75385	-0.81604	0.90253
NA19651	-1.52662	-0.79947	-1.04921	0.33069
NA19652	0.86378	-0.96344	-2.21052	0.58907
NA19653	0.56734	0.57265	1.56554	-1.29382
NA19654	-0.01538	2.16324	-0.32197	0.53011
NA19655	-0.41676	-1.59536	-0.25895	-2.00896
NA19656	0.00877	0.22978	-0.11954	-0.57026
NA19657	-0.51128	0.84838	-0.02894	0.41452
NA19658	-0.71766	0.80655	-1.06781	-0.58768
NA19659	-0.35802	0.13565	0.12227	-0.77758
NA19660	-0.69325	0.15379	0.10329	0.5659
NA19661	1.96373	0.1416	1.3881	0.72374
NA19662	-0.09226	-0.69293	-0.56492	1.63738
NA19663	0.5589	1.64732	-0.87598	1.28116
NA19664	0.02652	-3.57269	-1.34095	0.17543
NA19665	-0.18037	0.81968	1.88202	-0.62075
NA19669	0.12843	0.39369	-0.63518	1.10599
NA19670	-1.96848	-0.48432	-1.29717	-0.14387
NA19671	0.89738	0.57126	0.65152	0.60858
NA19675	-0.51701	0.49413	-1.44856	-0.05202
NA19676	0.74239	0.54344	-1.952	0.49373
NA19677	-1.09611	-0.47379	0.777	-0.14838
NA19678	0.26654	-0.10173	3.36636	-0.07437
NA19679	-0.34062	0.2976	0.34214	0.96995
NA19680	0.4593	0.39719	0.47113	-0.19225
NA19681	-0.10159	0.51088	1.8008	1.53398
NA19682	0.67392	0.30048	1.11958	0.75163
NA19683	1.23474	-1.82473	-0.78264	-0.9851
NA19684	-0.89407	1.01783	-1.56157	0.975
NA19685	-0.78453	-0.54016	-0.27651	0.87331
NA19686	0.88467	-0.94196	0.94836	0.004
NA19700	0.88876	0.22908	0.04752	0.21635
NA19701	0.0354	-0.37118	0.03386	0.57333
NA19702	-0.17776	-0.93514	-1.76186	0.51799
NA19703	1.56686	0.66724	-1.32493	-1.01086
NA19704	0.70143	-1.10816	0.70205	1.65685
NA19705	0.27852	-0.95548	0.97538	0.03044
NA19707	1.12784	-0.06886	-1.08152	0.95902
NA19711	-0.2924	-0.47961	0.30579	0.12714
NA19712	-0.00322	-0.60039	2.11473	-2.3235
NA19713	0.76978	0.25052	1.29626	0.51222
NA19716	1.23587	0.72551	-1.09526	0.6902
NA19717	1.67964	0.71482	0.32391	0.68319
NA19718	-0.55788	0.23554	-0.58322	2.24363
NA19719	1.48695	-0.22927	-0.42438	0.4978
NA19720	0.38281	-1.52717	-1.1489	1.48862
NA19721	-0.28911	0.38386	-0.62952	0.01831
NA19722	-0.20228	0.36107	-0.12134	1.13966
NA19723	1.90631	0.14416	1.33924	-0.3876
NA19724	-2.18923	1.98002	-0.94636	1.53643
NA19725	-0.36742	-0.83927	-0.43471	0.9403
NA19726	-0.03387	-0.4326	-0.72636	1.60294
NA19727	0.8572	-0.50331	-0.29221	-1.25565
NA19728	-0.36855	0.68788	0.74042	-0.17569
NA19729	1.76344	1.83841	0.10202	-2.64064
NA19730	-0.98883	-1.74132	0.93442	0.50346
NA19731	0.04913	1.96244	-0.25643	-0.04784
NA19732	0.96639	-0.06884	0.37897	-1.91151
NA19733	-0.44353	1.05051	0.91576	0.09069
NA19734	0.33398	-0.45938	-2.0575	-0.28158
NA19735	-1.55743	0.05276	-1.11111	0.3269
NA19740	0.64018	-0.91505	-1.35599	-0.40922
NA19741	-0.53428	-0.62107	-0.0694	-0.39653
NA19746	-1.18407	1.70408	1.57646	-1.33248
NA19747	-0.99338	-0.6653	1.15994	2.04296
NA19748	-0.4195	-1.53192	3.3647	-0.76336
NA19749	-1.06548	0.44899	-0.01641	0.63135
NA19750	-0.2493	0.79226	-0.71677	1.26922
NA19751	-0.74208	-0.90222	-1.8692	-0.70456
NA19752	0.97745	0.46314	1.22865	-0.54763
NA19755	-0.57605	-0.31193	-1.40429	-1.45462
NA19756	0.21143	0.2385	-0.35535	-0.73427
NA19757	0.33965	1.35821	-2.90301	0.32761
NA19758	0.35174	-1.22471	0.16678	0.82116
NA19759	0.90917	0.57089	-1.98285	-1.54281
NA19760	-0.80337	-0.15985	0.74938	-0.13835
NA19761	-1.23581	1.19928	-2.30511	0.58906
NA19762	0.69914	-0.2195	-0.95597	-0.55188
NA19763	0.25087	-1.23379	-0.49077	0.44674
NA19764	-0.60977	-2.11508	0.51596	0.47803
NA19770	1.38119	-0.51344	-0.91185	0.93364
NA19771	1.63261	0.64851	-0.40447	-1.62851
NA19772	0.50732	0.30063	-0.08639	-0.51179
NA19773	1.62033	0.33783	1.3373	-0.60841
NA19774	0.2428	1.27196	-0.17368	0.63919
NA19775	0.40017	0.38112	0.59467	0.86615
NA19776	0.628	-0.65534	-0.17536	-2.47763
NA19777	-1.01287	-0.59298	0.53565	-0.54125
NA19778	0.50848	0.49273	-0.38615	0.37445
NA19779	-0.50624	-0.26082	-0.56659	-1.37177
NA19780	0.38582	0.03365	-0.35681	-0.31901
NA19781	-0.16257	0.3357	-0.21399	-0.48399
NA19782	1.23552	-1.05908	2.01407	-1.36855
NA19783	-0.4584	-1.30264	1.47959	0.80206
NA19784	0.19768	-0.53081	1.33882	0.74673
NA19785	-0.42464	0.87618	0.57098	-0.7697
NA19786	-0.0442	0.48225	-1.46732	1.58731
NA19787	-0.10885	0.38255	0.52808	-1.12052
NA19788	0.12586	-1.25471	-1.09069	-1.19116
NA19789	-0.26863	-0.16308	0.51087	-1.44973
NA19790	0.11044	0.4074	0.46307	-0.16032
NA19792	0.34823	-0.04304	1.78672	-0.44198
NA19794	0.66693	1.05264	-1.15442	-0.9979
NA19795	-0.91564	-0.67356	0.51161	-0.45593
NA19796	-1.7366	-0.37446	0.07538	0.45836
NA19818	0.11183	0.13155	1.2994	-0.10883
NA19819	-0.6529	1.19873	-1.20032	0.21924
NA19828	0.31744	0.64586	1.18618	-0.58916
NA19834	-1.11596	0.10812	-0.29854	-1.85642
NA19835	-0.46444	-0.95045	-0.03724	1.69863
NA19836	0.32164	-0.6624	0.03116	-1.47287
NA19900	-0.00449	-0.58899	-0.39702	1.22344
NA19901	-0.95097	0.41597	-0.40518	-0.12867
NA19902	0.23414	0.78704	0.19535	1.37768
NA19904	1.44035	0.71262	-0.63199	-0.9492
NA19908	-1.87603	-0.25722	-0.06326	-0.39039
NA19909	0.49125	-0.39314	-0.17595	1.171
NA19913	-0.24553	-1.56519	2.14359	0.95553
NA19914	-0.49934	0.21544	1.71247	0.30612
NA19916	1.01163	-1.23395	0.3735	-0.98
NA19917	0.24191	-0.59235	0.16468	-0.84035
NA19918	-0.58567	-0.56241	2.041	0.71503
NA19919	-2.04556	-0.28795	-0.05889	1.81694
NA19920	1.02364	0.38631	-0.11471	0.34825
NA19921	0.7849	-0.08	0.24776	-1.14586
NA19922	-1.34734	-0.27799	-0.66198	-0.90005
NA19923	0.30269	-0.03915	0.63457	0.74315
NA19924	-0.38515	0.01505	-0.44384	0.20053
NA19982	0.51199	-0.16199	0.91951	0.82754
NA19983	-1.6738	0.24847	-2.50199	-0.52204
NA19984	-2.35959	0.30775	-0.28943	-0.33648
NA20126	-0.23626	-1.50161	-0.56748	-0.62316
NA20127	-1.05771	0.02835	-0.70553	-2.23763
NA20128	-0.81448	-1.38057	0.30661	0.44756
NA20129	-1.82439	0.10277	-0.29261	-4.09647
NA20274	-0.2414	2.28911	0.04571	0.06444
NA20276	-0.07879	0.38087	1.18525	0.10395
NA20278	-0.21905	-0.93349	0.14816	-0.19393
NA20279	-0.23351	-1.85973	0.21847	0.21145
NA20281	-0.81906	-1.52019	0.6283	0.74807
NA20282	1.03905	-0.34702	-0.04085	1.0382
NA20287	-0.23253	1.70734	-0.44996	1.00047
NA20289	-0.25836	-1.63875	-0.97239	0.15337
NA20291	1.1601	0.54018	-0.21241	-1.96241
NA20294	-0.0272	1.3563	0.43384	-0.54719
NA20296	-0.12466	-1.80131	1.6136	-0.75411
NA20298	-0.7218	0.47997	0.04189	0.37409
NA20299	1.0167	1.82919	0.56764	1.16503
NA20314	-0.26932	-0.035	-0.50993	1.46325
NA20317	-1.48831	-0.97982	0.7616	1.63892
NA20318	-0.50017	1.224	1.23141	1.62987
NA20320	-0.80916	-0.38085	-0.30981	0.19425
NA20321	0.73913	1.07902	-0.9294	0.04542
NA20332	-0.17096	2.15983	-0.30112	0.63856
NA20334	-1.19208	-0.29187	0.1867	-0.0074
NA20339	0.14777	-1.11958	0.84502	-0.30724
NA20340	0.49015	0.86401	1.10334	0.59014
NA20342	-1.38392	0.41189	1.54388	-0.87184
NA20346	-0.5509	-1.11174	-0.34114	0.48027
NA20348	0.4708	-0.00477	0.14517	0.41204
NA20351	1.66821	-0.43863	-0.08376	-0.03358
NA20355	0.37886	-0.87277	0.71663	-1.13861
NA20356	0.07166	-0.45334	0.76704	0.87288
NA20357	-1.00504	0.16279	-1.22142	-0.01167
NA20358	1.59204	-0.54265	-0.57304	-1.3334
NA20359	0.05356	0.167	0.93202	-1.38624
NA20362	-0.23451	-0.62949	-0.71417	-0.44048
NA20412	0.14217	0.45694	-0.18017	0.52855
NA20502	1.15656	0.26564	1.02031	-0.47632
NA20503	-1.00967	2.28967	0.0209	-0.56098
NA20504	0.58506	-0.90238	0.40452	-0.16807
NA20505	1.17922	-0.68229	-1.09204	0.75305
NA20506	-0.42927	0.90541	-1.65917	2.16072
NA20507	-0.02827	-1.11963	-2.43692	0.1345
NA20508	0.67818	0.86688	0.64454	0.66363
NA20509	1.30403	0.44056	-0.21183	-0.78283
NA20510	-0.4238	-0.88924	0.81808	0.36933
NA20511	-1.10564	0.94337	-0.6	-0.95607
NA20512	2.12079	-0.22482	-0.19752	-1.04977
NA20513	1.3615	0.94057	0.35069	0.19859
NA20514	-1.17965	-0.67932	0.87833	-0.15823
NA20515	-0.22594	-0.78028	0.28668	-0.95576
NA20516	-0.28708	-0.23098	-1.26043	-0.08443
NA20517	-1.07232	2.13426	1.76743	0.09109
NA20518	0.616	-0.76728	0.85574	0.16454
NA20519	-0.63431	0.64405	1.51833	-0.45289
NA20520	-0.36597	0.85314	0.57865	0.59354
NA20521	-1.20628	-1.46228	0.50714	1.26321
NA20522	0.0938	-0.72224	0.26022	-0.81858
NA20524	0.76709	0.53962	-1.913	0.10987
NA20525	-0.14408	-1.68101	1.46894	-1.19786
NA20527	-1.51615	0.03694	-1.39409	0.01722
NA20528	-0.56025	-0.32876	-1.23373	0.40461
NA20529	1.30503	-1.25523	-0.16124	0.75127
NA20530	-1.5868	0.94171	-1.37103	-0.24169
NA20531	1.49977	-1.38718	0.58141	0.86
NA20532	-0.76141	2.08647	-1.83917	-0.84458
NA20533	0.74812	-1.63818	-0.20369	-0.71619
NA20534	1.81843	0.15666	-1.61165	-0.06666
NA20535	-0.97189	0.8353	1.37088	1.60564
NA20536	-0.08943	0.93242	-1.33446	-1.44887
NA20538	2.72416	1.87513	-3.20341	-1.39143
NA20539	1.92048	0.03551	0.36421	-1.01585
NA20540	0.00672	0.2064	-0.55935	1.32915
NA20541	0.07145	-0.38422	-0.21503	-0.91617
NA20542	1.8495	0.06648	-1.22143	0.71157
NA20543	1.99697	-0.88809	0.54638	0.9563
NA20544	-0.95375	0.50435	0.19082	0.59349
NA20581	-0.32467	-1.02824	-0.89471	0.64144
NA20582	0.83114	1.14689	0.96599	-0.31208
NA20585	-1.01317	-0.69294	-0.54056	-3.36991
NA20586	0.3594	1.54228	-0.56885	1.55082
NA20587	2.5527	-0.90712	0.40588	2.1913
NA20588	0.00283	0.73915	-0.53884	-0.00672
NA20589	-0.28376	0.40525	0.63147	-1.5571
NA20752	2.03584	-1.20431	-0.03935	1.56246
NA20753	0.17995	1.74696	0.31081	-0.24907
NA20754	0.20641	0.07152	-0.86403	-0.58506
NA20755	1.11456	0.4434	1.30561	0.28018
NA20756	-0.34419	1.84808	-1.24441	1.05581
NA20757	-0.23553	-0.80951	0.85665	-1.1823
NA20758	-0.1091	0.82198	-0.88507	-0.76356
NA20759	2.09786	-0.60766	-0.23029	0.80668
NA20760	-0.75115	0.1983	1.18015	0.59351
NA20761	1.85382	-0.46697	0.99586	1.26627
NA20762	-0.69893	-2.00664	0.20214	-0.18901
NA20763	1.90318	-0.56506	-0.8039	-0.38844
NA20764	0.36065	-1.29632	-1.16816	-0.87295
NA20765	-0.90879	-1.4726	-0.74555	0.54378
NA20766	0.82463	-0.4609	0.11148	0.11268
NA20767	-1.23395	1.7787	0.17239	-1.1595
NA20768	1.55228	0.1008	0.87546	0.48111
NA20769	-0.85935	-0.10918	-1.3365	0.13856
NA20770	0.10717	1.21786	0.02584	-1.32729
NA20771	0.0347	0.78968	0.33743	-0.19056
NA20772	0.53119	-1.25213	0.76166	-0.97681
NA20773	-0.86036	-0.25984	-0.06456	0.55607
NA20774	-0.04435	-2.75765	-0.64599	0.06557
NA20775	-0.03094	-0.24889	-0.14326	-1.33358
NA20778	-0.70752	-0.05694	2.15519	0.15642
NA20783	1.10228	0.39274	-0.20996	0.95706
NA20785	-0.00274	0.6582	-0.19765	-0.47508
NA20786	-0.14944	0.70178	-1.21233	1.12112
NA20787	-1.00617	-1.13964	-0.2781	0.66525
NA20790	1.00393	-0.54373	0.19065	-0.54616
NA20792	-0.91549	1.27574	-0.5155	-0.09246
NA20795	-0.17858	1.22418	-1.68672	0.2503
NA20796	0.67316	-1.28992	1.26848	0.9022
NA20797	0.06372	0.55519	0.06029	0.96731
NA20798	0.80166	-1.43377	1.0496	-0.90001
NA20799	-0.0356	-0.15515	0.93369	0.7814
NA20800	0.61423	-0.03905	-1.10529	0.52554
NA20801	-0.23158	-0.01046	-0.00359	0.8108
NA20802	1.98032	-0.32271	2.00145	0.96253
NA20803	-0.67318	-1.04765	1.21188	-0.5284
NA20804	1.70983	-0.66002	-1.31872	1.97562
NA20805	0.41625	-0.54746	-0.36124	1.69782
NA20806	0.31287	-0.67331	0.52944	-0.18478
NA20807	0.74281	0.18199	-0.8211	1.36395
NA20808	-0.62736	0.78883	-1.21576	1.12423
NA20809	1.28871	2.66702	0.47493	-0.78898
NA20810	-0.39101	1.50818	0.09085	0.19249
NA20811	0.91904	-0.45745	-0.51708	-0.17815
NA20812	-0.7028	-0.76317	-1.53996	-0.18884
NA20813	-1.51344	-0.61314	2.4617	-1.03707
NA20814	0.41823	1.80359	2.23962	-1.98127
NA20815	-0.90485	0.92348	0.88939	0.14937
NA20818	-1.65303	0.80895	-1.21253	-0.91454
NA20819	0.80358	-2.46659	0.33124	0.48306
NA20821	-0.29062	1.02533	0.44343	-1.76802
NA20822	0.01894	1.20388	-1.30639	0.75126
NA20826	0.503	-0.23123	-0.53262	0.64414
NA20827	1.62318	-2.23696	0.61493	-0.54104
NA20828	-0.74958	-1.04414	-1.71182	0.55827
NA20832	-1.11283	0.54008	-0.74458	-0.28013
NA20845	0.65386	-1.25672	-0.35484	0.48857
NA20846	0.31669	0.10482	-0.64277	1.24216
NA20847	0.40577	-0.71464	1.26635	1.12404
NA20849	-0.67459	-0.7134	1.69037	1.1202
NA20850	-1.03572	0.48815	1.10554	2.4439
NA20851	1.09211	-0.04974	-0.88654	0.2561
NA20852	-0.34643	1.87353	1.38809	1.07185
NA20853	-0.16147	-0.6027	-0.60212	-1.1183
NA20854	0.2165	0.1257	0.84986	0.87848
NA20856	0.9124	0.72241	0.25635	1.51322
NA20858	-1.30431	0.9267	-0.18142	-0.57051
NA20859	0.41293	0.13491	-0.61482	-1.15316
